"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1727744400";"01.10.2024 04:00";"0,02";"0,02";"0";"0,02"
"1727748000";"01.10.2024 05:00";"0,09";"0,09";"0,01";"0,09"
"1727751600";"01.10.2024 06:00";"6,65";"6,65";"2,97";"6,65"
"1727755200";"01.10.2024 07:00";"139,15";"139,15";"5,47";"139,15"
"1727758800";"01.10.2024 08:00";"136,02";"136,02";"12,95";"136,02"
"1727762400";"01.10.2024 09:00";"115,98";"115,98";"16,7";"115,98"
"1727766000";"01.10.2024 10:00";"102,13";"102,13";"20,08";"102,13"
"1727769600";"01.10.2024 11:00";"77,63";"77,63";"29,6";"77,63"
"1727773200";"01.10.2024 12:00";"61,38";"61,38";"25";"61,38"
"1727776800";"01.10.2024 13:00";"56,02";"56,02";"20,09";"56,02"
"1727780400";"01.10.2024 14:00";"56,67";"56,67";"26,59";"56,67"
"1727784000";"01.10.2024 15:00";"57,41";"57,41";"34,96";"57,41"
"1727787600";"01.10.2024 16:00";"61,96";"61,96";"39,71";"61,96"
"1727791200";"01.10.2024 17:00";"97,65";"97,65";"78,81";"97,65"
"1727794800";"01.10.2024 18:00";"181,9";"181,9";"120,41";"181,9"
"1727798400";"01.10.2024 19:00";"249,99";"249,99";"249,99";"249,99"
"1727802000";"01.10.2024 20:00";"292,22";"292,22";"292,22";"292,22"
"1727805600";"01.10.2024 21:00";"165,15";"165,15";"165,15";"165,15"
"1727809200";"01.10.2024 22:00";"107,83";"107,83";"107,83";"107,83"
"1727812800";"01.10.2024 23:00";"93,8";"93,8";"93,8";"93,8"
"1727816400";"02.10.2024 00:00";"78,57";"78,57";"78,57";"78,57"
"1727820000";"02.10.2024 01:00";"86,25";"86,25";"86,25";"86,25"
"1727823600";"02.10.2024 02:00";"99,86";"99,86";"99,86";"99,86"
"1727827200";"02.10.2024 03:00";"99,02";"99,02";"99,02";"99,02"
"1727830800";"02.10.2024 04:00";"79,69";"79,69";"79,69";"79,69"
"1727834400";"02.10.2024 05:00";"84,4";"84,4";"84,4";"84,4"
"1727838000";"02.10.2024 06:00";"325,06";"325,06";"325,06";"325,06"
"1727841600";"02.10.2024 07:00";"484";"484";"484";"484"
"1727845200";"02.10.2024 08:00";"499,93";"499,93";"499,93";"499,93"
"1727848800";"02.10.2024 09:00";"500,08";"500,08";"500,08";"500,08"
"1727852400";"02.10.2024 10:00";"498,97";"498,97";"498,97";"498,97"
"1727856000";"02.10.2024 11:00";"400,08";"400,08";"400,08";"400,08"
"1727859600";"02.10.2024 12:00";"347,9";"347,9";"347,9";"347,9"
"1727863200";"02.10.2024 13:00";"347,93";"347,93";"347,93";"347,93"
"1727866800";"02.10.2024 14:00";"216,35";"216,35";"216,35";"216,35"
"1727870400";"02.10.2024 15:00";"200,09";"200,09";"200,09";"200,09"
"1727874000";"02.10.2024 16:00";"160,09";"160,09";"160,09";"160,09"
"1727877600";"02.10.2024 17:00";"168,64";"168,64";"168,64";"168,64"
"1727881200";"02.10.2024 18:00";"220,05";"220,05";"220,05";"220,05"
"1727884800";"02.10.2024 19:00";"250,07";"250,07";"250,07";"250,07"
"1727888400";"02.10.2024 20:00";"250";"250";"250";"250"
"1727892000";"02.10.2024 21:00";"155,82";"155,82";"155,82";"155,82"
"1727895600";"02.10.2024 22:00";"127,08";"127,08";"127,08";"127,08"
"1727899200";"02.10.2024 23:00";"106,45";"106,45";"106,45";"106,45"
"1727902800";"03.10.2024 00:00";"85";"85";"85";"85"
"1727906400";"03.10.2024 01:00";"105,36";"105,36";"105,36";"105,36"
"1727910000";"03.10.2024 02:00";"99,99";"99,99";"99,99";"99,99"
"1727913600";"03.10.2024 03:00";"82,9";"82,9";"82,9";"82,9"
"1727917200";"03.10.2024 04:00";"82,9";"82,9";"82,9";"82,9"
"1727920800";"03.10.2024 05:00";"123,97";"123,97";"123,97";"123,97"
"1727924400";"03.10.2024 06:00";"216,63";"216,63";"216,63";"216,63"
"1727928000";"03.10.2024 07:00";"250,07";"250,07";"250,07";"250,07"
"1727931600";"03.10.2024 08:00";"300,02";"300,02";"300,02";"300,02"
"1727935200";"03.10.2024 09:00";"344,93";"344,93";"344,93";"344,93"
"1727938800";"03.10.2024 10:00";"250,08";"250,08";"250,08";"250,08"
"1727942400";"03.10.2024 11:00";"250,07";"250,07";"250,07";"250,07"
"1727946000";"03.10.2024 12:00";"249,92";"249,92";"249,92";"249,92"
"1727949600";"03.10.2024 13:00";"249,91";"249,91";"249,91";"249,91"
"1727953200";"03.10.2024 14:00";"151,09";"151,09";"151,09";"151,09"
"1727956800";"03.10.2024 15:00";"216,62";"216,62";"216,62";"216,62"
"1727960400";"03.10.2024 16:00";"220,02";"220,02";"220,02";"220,02"
"1727964000";"03.10.2024 17:00";"204,8";"204,8";"204,8";"204,8"
"1727967600";"03.10.2024 18:00";"220,04";"220,04";"220,04";"220,04"
"1727971200";"03.10.2024 19:00";"220,05";"220,05";"220,05";"220,05"
"1727974800";"03.10.2024 20:00";"214,97";"214,97";"214,97";"214,97"
"1727978400";"03.10.2024 21:00";"161,85";"161,85";"151,02";"161,85"
"1727982000";"03.10.2024 22:00";"110,96";"110,96";"110,96";"110,96"
"1727985600";"03.10.2024 23:00";"91,4";"91,4";"49,88";"91,4"
"1727989200";"04.10.2024 00:00";"81,59";"81,59";"34,95";"81,59"
"1727992800";"04.10.2024 01:00";"73,91";"73,91";"42,01";"73,91"
"1727996400";"04.10.2024 02:00";"72,53";"72,53";"32";"72,53"
"1728000000";"04.10.2024 03:00";"72,12";"72,12";"25,62";"72,12"
"1728003600";"04.10.2024 04:00";"72,05";"72,05";"21,62";"72,05"
"1728007200";"04.10.2024 05:00";"72,33";"72,33";"24,5";"72,33"
"1728010800";"04.10.2024 06:00";"77,1";"77,1";"45,15";"77,1"
"1728014400";"04.10.2024 07:00";"103";"103";"48,99";"103"
"1728018000";"04.10.2024 08:00";"151,29";"151,29";"122,61";"151,29"
"1728021600";"04.10.2024 09:00";"148,06";"148,06";"136,89";"148,06"
"1728025200";"04.10.2024 10:00";"130,91";"130,91";"130,91";"130,91"
"1728028800";"04.10.2024 11:00";"106,57";"106,57";"106,57";"106,57"
"1728032400";"04.10.2024 12:00";"102,84";"102,84";"102,84";"102,84"
"1728036000";"04.10.2024 13:00";"82,19";"82,19";"82,19";"82,19"
"1728039600";"04.10.2024 14:00";"73,66";"73,66";"73,66";"73,66"
"1728043200";"04.10.2024 15:00";"79,95";"79,95";"79,95";"79,95"
"1728046800";"04.10.2024 16:00";"107,01";"107,01";"107,01";"107,01"
"1728050400";"04.10.2024 17:00";"129,99";"129,99";"129,99";"129,99"
"1728054000";"04.10.2024 18:00";"138,17";"138,17";"138,17";"138,17"
"1728057600";"04.10.2024 19:00";"153,36";"153,36";"146,26";"153,36"
"1728061200";"04.10.2024 20:00";"159,49";"159,49";"123,05";"159,49"
"1728064800";"04.10.2024 21:00";"123,7";"123,7";"48,94";"123,7"
"1728068400";"04.10.2024 22:00";"99,9";"99,9";"36";"99,9"
"1728072000";"04.10.2024 23:00";"99,9";"99,9";"27,64";"99,9"
"1728075600";"05.10.2024 00:00";"90";"90";"19,17";"90"
"1728079200";"05.10.2024 01:00";"93,1";"93,1";"21,77";"93,1"
"1728082800";"05.10.2024 02:00";"84,64";"84,64";"20,27";"84,64"
"1728086400";"05.10.2024 03:00";"81,4";"81,4";"20";"81,4"
"1728090000";"05.10.2024 04:00";"75,54";"75,54";"19,74";"75,54"
"1728093600";"05.10.2024 05:00";"75,72";"75,72";"20,27";"75,72"
"1728097200";"05.10.2024 06:00";"79,82";"79,82";"22,05";"79,82"
"1728100800";"05.10.2024 07:00";"86,2";"86,2";"21,49";"86,2"
"1728104400";"05.10.2024 08:00";"100,4";"100,4";"24,68";"100,4"
"1728108000";"05.10.2024 09:00";"110,58";"110,58";"64,31";"110,58"
"1728111600";"05.10.2024 10:00";"102,82";"102,82";"102,82";"102,82"
"1728115200";"05.10.2024 11:00";"82,1";"82,1";"82,1";"82,1"
"1728118800";"05.10.2024 12:00";"67,94";"67,94";"67,94";"67,94"
"1728122400";"05.10.2024 13:00";"51,19";"51,19";"51,19";"51,19"
"1728126000";"05.10.2024 14:00";"72,51";"72,51";"72,51";"72,51"
"1728129600";"05.10.2024 15:00";"60,92";"60,92";"60,92";"60,92"
"1728133200";"05.10.2024 16:00";"85,99";"85,99";"85,99";"85,99"
"1728136800";"05.10.2024 17:00";"156,81";"156,81";"156,81";"156,81"
"1728140400";"05.10.2024 18:00";"250,05";"250,05";"250,05";"250,05"
"1728144000";"05.10.2024 19:00";"300,05";"300,05";"300,05";"300,05"
"1728147600";"05.10.2024 20:00";"250,04";"250,04";"250,04";"250,04"
"1728151200";"05.10.2024 21:00";"180,04";"180,04";"180,04";"180,04"
"1728154800";"05.10.2024 22:00";"160,01";"160,01";"160,01";"160,01"
"1728158400";"05.10.2024 23:00";"85,18";"85,18";"85,18";"85,18"
"1728162000";"06.10.2024 00:00";"67";"67";"67";"67"
"1728165600";"06.10.2024 01:00";"137,44";"137,44";"137,44";"137,44"
"1728169200";"06.10.2024 02:00";"63,57";"63,57";"63,57";"63,57"
"1728172800";"06.10.2024 03:00";"62,37";"62,37";"62,37";"62,37"
"1728176400";"06.10.2024 04:00";"62,74";"62,74";"27,41";"62,74"
"1728180000";"06.10.2024 05:00";"62,02";"62,02";"20,97";"62,02"
"1728183600";"06.10.2024 06:00";"63,28";"63,28";"22,99";"63,28"
"1728187200";"06.10.2024 07:00";"62,54";"62,54";"21,06";"62,54"
"1728190800";"06.10.2024 08:00";"71,61";"71,61";"22,35";"71,61"
"1728194400";"06.10.2024 09:00";"76,47";"76,47";"23,36";"76,47"
"1728198000";"06.10.2024 10:00";"65,44";"65,44";"23,85";"65,44"
"1728201600";"06.10.2024 11:00";"35,25";"35,25";"23,73";"35,25"
"1728205200";"06.10.2024 12:00";"17";"17";"17";"17"
"1728208800";"06.10.2024 13:00";"14,2";"14,2";"14,2";"14,2"
"1728212400";"06.10.2024 14:00";"12,52";"12,52";"12,52";"12,52"
"1728216000";"06.10.2024 15:00";"15,28";"15,28";"15,28";"15,28"
"1728219600";"06.10.2024 16:00";"27,09";"27,09";"18,72";"27,09"
"1728223200";"06.10.2024 17:00";"61,06";"61,06";"27,2";"61,06"
"1728226800";"06.10.2024 18:00";"122,71";"122,71";"38,82";"122,71"
"1728230400";"06.10.2024 19:00";"156,47";"156,47";"44,96";"156,47"
"1728234000";"06.10.2024 20:00";"207,9";"207,9";"46,99";"207,9"
"1728237600";"06.10.2024 21:00";"149,93";"149,93";"43,95";"149,93"
"1728241200";"06.10.2024 22:00";"125,57";"125,57";"41,32";"125,57"
"1728244800";"06.10.2024 23:00";"99,38";"99,38";"28,96";"99,38"
"1728248400";"07.10.2024 00:00";"84,69";"84,69";"26,21";"84,69"
"1728252000";"07.10.2024 01:00";"34,58";"34,58";"27,3";"34,58"
"1728255600";"07.10.2024 02:00";"35,34";"35,34";"25,28";"35,34"
"1728259200";"07.10.2024 03:00";"33,25";"33,25";"24,65";"33,25"
"1728262800";"07.10.2024 04:00";"30,12";"30,12";"25,13";"30,12"
"1728266400";"07.10.2024 05:00";"36,65";"36,65";"27,43";"36,65"
"1728270000";"07.10.2024 06:00";"92,22";"92,22";"39,93";"92,22"
"1728273600";"07.10.2024 07:00";"186,4";"186,4";"138,48";"186,4"
"1728277200";"07.10.2024 08:00";"224,21";"224,21";"214,39";"224,21"
"1728280800";"07.10.2024 09:00";"220,1";"220,1";"220,1";"220,1"
"1728284400";"07.10.2024 10:00";"165,07";"165,07";"165,07";"165,07"
"1728288000";"07.10.2024 11:00";"144,67";"144,67";"144,67";"144,67"
"1728291600";"07.10.2024 12:00";"140,15";"140,15";"140,15";"140,15"
"1728295200";"07.10.2024 13:00";"141,8";"141,8";"141,8";"141,8"
"1728298800";"07.10.2024 14:00";"146,11";"146,11";"146,11";"146,11"
"1728302400";"07.10.2024 15:00";"127,07";"127,07";"127,07";"127,07"
"1728306000";"07.10.2024 16:00";"108,49";"108,49";"108,49";"108,49"
"1728309600";"07.10.2024 17:00";"138,92";"138,92";"138,92";"138,92"
"1728313200";"07.10.2024 18:00";"161,12";"161,12";"161,12";"161,12"
"1728316800";"07.10.2024 19:00";"250,03";"250,03";"249,96";"250,03"
"1728320400";"07.10.2024 20:00";"284,78";"284,78";"128,85";"284,78"
"1728324000";"07.10.2024 21:00";"170,68";"170,68";"51,8";"170,68"
"1728327600";"07.10.2024 22:00";"98,89";"98,89";"64,01";"98,89"
"1728331200";"07.10.2024 23:00";"90,81";"90,81";"30,01";"90,81"
"1728334800";"08.10.2024 00:00";"79,59";"79,59";"19,33";"79,59"
"1728338400";"08.10.2024 01:00";"73,46";"73,46";"25,01";"73,46"
"1728342000";"08.10.2024 02:00";"68,33";"68,33";"18,42";"68,33"
"1728345600";"08.10.2024 03:00";"64,49";"64,49";"17,49";"64,49"
"1728349200";"08.10.2024 04:00";"61,25";"61,25";"17,2";"61,25"
"1728352800";"08.10.2024 05:00";"61,32";"61,32";"18,01";"61,32"
"1728356400";"08.10.2024 06:00";"68,79";"68,79";"23,62";"68,79"
"1728360000";"08.10.2024 07:00";"112,99";"112,99";"51,79";"112,99"
"1728363600";"08.10.2024 08:00";"180,09";"180,09";"47,94";"180,09"
"1728367200";"08.10.2024 09:00";"105,02";"105,02";"85,65";"105,02"
"1728370800";"08.10.2024 10:00";"82,87";"82,87";"82,37";"82,87"
"1728374400";"08.10.2024 11:00";"62,76";"62,76";"51,45";"62,76"
"1728378000";"08.10.2024 12:00";"48,97";"48,97";"47,8";"48,97"
"1728381600";"08.10.2024 13:00";"39,11";"39,11";"39,11";"39,11"
"1728385200";"08.10.2024 14:00";"40,31";"40,31";"30,79";"40,31"
"1728388800";"08.10.2024 15:00";"45,11";"45,11";"24,91";"45,11"
"1728392400";"08.10.2024 16:00";"73,59";"73,59";"23,96";"73,59"
"1728396000";"08.10.2024 17:00";"95,27";"95,27";"23,68";"95,27"
"1728399600";"08.10.2024 18:00";"123,46";"123,46";"22,81";"123,46"
"1728403200";"08.10.2024 19:00";"154,5";"154,5";"21,59";"154,5"
"1728406800";"08.10.2024 20:00";"120,05";"120,05";"17,28";"120,05"
"1728410400";"08.10.2024 21:00";"100,02";"100,02";"4,77";"100,02"
"1728414000";"08.10.2024 22:00";"25,1";"25,1";"2,98";"25,1"
"1728417600";"08.10.2024 23:00";"5,99";"5,99";"1,81";"5,99"
"1728421200";"09.10.2024 00:00";"5,99";"5,99";"0";"5,99"
"1728424800";"09.10.2024 01:00";"2,18";"2,18";"0,01";"2,18"
"1728428400";"09.10.2024 02:00";"2,6";"2,6";"0";"2,6"
"1728432000";"09.10.2024 03:00";"2,55";"2,55";"0";"2,55"
"1728435600";"09.10.2024 04:00";"2,31";"2,31";"0";"2,31"
"1728439200";"09.10.2024 05:00";"2,04";"2,04";"0,01";"2,04"
"1728442800";"09.10.2024 06:00";"3,37";"3,37";"3,37";"3,37"
"1728446400";"09.10.2024 07:00";"25,01";"25,01";"4,87";"25,01"
"1728450000";"09.10.2024 08:00";"80,06";"80,06";"9,85";"80,06"
"1728453600";"09.10.2024 09:00";"80";"80";"11,18";"80"
"1728457200";"09.10.2024 10:00";"11,4";"11,4";"11,4";"11,4"
"1728460800";"09.10.2024 11:00";"11,22";"11,22";"11,22";"11,22"
"1728464400";"09.10.2024 12:00";"9,38";"9,38";"9,38";"9,38"
"1728468000";"09.10.2024 13:00";"7,96";"7,96";"7,96";"7,96"
"1728471600";"09.10.2024 14:00";"7,22";"7,22";"7,22";"7,22"
"1728475200";"09.10.2024 15:00";"7,56";"7,56";"7,56";"7,56"
"1728478800";"09.10.2024 16:00";"8,09";"8,09";"8,09";"8,09"
"1728482400";"09.10.2024 17:00";"9,03";"9,03";"8,91";"9,03"
"1728486000";"09.10.2024 18:00";"14,13";"14,13";"9,45";"14,13"
"1728489600";"09.10.2024 19:00";"80,04";"80,04";"8,71";"80,04"
"1728493200";"09.10.2024 20:00";"80,06";"80,06";"6,52";"80,06"
"1728496800";"09.10.2024 21:00";"80";"80";"1,51";"80"
"1728500400";"09.10.2024 22:00";"10,11";"10,11";"0,01";"10,11"
"1728504000";"09.10.2024 23:00";"8,66";"8,66";"0";"8,66"
"1728507600";"10.10.2024 00:00";"6,95";"6,95";"-0,01";"6,95"
"1728511200";"10.10.2024 01:00";"58,69";"58,69";"-0,58";"58,69"
"1728514800";"10.10.2024 02:00";"45,67";"45,67";"-0,81";"45,67"
"1728518400";"10.10.2024 03:00";"24,91";"24,91";"-0,82";"24,91"
"1728522000";"10.10.2024 04:00";"12,89";"12,89";"-0,8";"12,89"
"1728525600";"10.10.2024 05:00";"14,24";"14,24";"-0,31";"14,24"
"1728529200";"10.10.2024 06:00";"38,87";"38,87";"0";"38,87"
"1728532800";"10.10.2024 07:00";"61,6";"61,6";"10,1";"61,6"
"1728536400";"10.10.2024 08:00";"86,71";"86,71";"22,67";"86,71"
"1728540000";"10.10.2024 09:00";"80,46";"80,46";"24,13";"80,46"
"1728543600";"10.10.2024 10:00";"67,5";"67,5";"25,03";"67,5"
"1728547200";"10.10.2024 11:00";"24,98";"24,98";"24,98";"24,98"
"1728550800";"10.10.2024 12:00";"24,74";"24,74";"24,74";"24,74"
"1728554400";"10.10.2024 13:00";"21,83";"21,83";"21,83";"21,83"
"1728558000";"10.10.2024 14:00";"15,94";"15,94";"15,94";"15,94"
"1728561600";"10.10.2024 15:00";"19,78";"19,78";"19,78";"19,78"
"1728565200";"10.10.2024 16:00";"20,11";"20,11";"15,01";"20,11"
"1728568800";"10.10.2024 17:00";"17,91";"17,91";"13,95";"17,91"
"1728572400";"10.10.2024 18:00";"70,02";"70,02";"15,99";"70,02"
"1728576000";"10.10.2024 19:00";"70,06";"70,06";"14,75";"70,06"
"1728579600";"10.10.2024 20:00";"27,03";"27,03";"1,99";"27,03"
"1728583200";"10.10.2024 21:00";"6,16";"6,16";"0";"6,16"
"1728586800";"10.10.2024 22:00";"3,32";"3,32";"-0,01";"3,32"
"1728590400";"10.10.2024 23:00";"0";"0";"-0,1";"0"
"1728594000";"11.10.2024 00:00";"-0,01";"-0,01";"-1,01";"-0,01"
"1728597600";"11.10.2024 01:00";"-1,99";"-1,99";"-1,99";"-1,99"
"1728601200";"11.10.2024 02:00";"-2";"-2";"-2";"-2"
"1728604800";"11.10.2024 03:00";"-2,01";"-2,01";"-2,01";"-2,01"
"1728608400";"11.10.2024 04:00";"-0,01";"-0,01";"-2,07";"-0,01"
"1728612000";"11.10.2024 05:00";"-0,01";"-0,01";"-2";"-0,01"
"1728615600";"11.10.2024 06:00";"3";"3";"-0,8";"3"
"1728619200";"11.10.2024 07:00";"99,95";"99,95";"-0,01";"99,95"
"1728622800";"11.10.2024 08:00";"140,41";"140,41";"0";"140,41"
"1728626400";"11.10.2024 09:00";"155,49";"155,49";"0,01";"155,49"
"1728630000";"11.10.2024 10:00";"110,01";"110,01";"0,01";"110,01"
"1728633600";"11.10.2024 11:00";"90";"90";"2";"90"
"1728637200";"11.10.2024 12:00";"5,99";"5,99";"2,9";"5,99"
"1728640800";"11.10.2024 13:00";"40,41";"40,41";"2,94";"40,41"
"1728644400";"11.10.2024 14:00";"6";"6";"3,28";"6"
"1728648000";"11.10.2024 15:00";"43,42";"43,42";"4,17";"43,42"
"1728651600";"11.10.2024 16:00";"40,56";"40,56";"7,54";"40,56"
"1728655200";"11.10.2024 17:00";"48,53";"48,53";"14,85";"48,53"
"1728658800";"11.10.2024 18:00";"112,61";"112,61";"19,6";"112,61"
"1728662400";"11.10.2024 19:00";"165,16";"165,16";"33,37";"165,16"
"1728666000";"11.10.2024 20:00";"173,59";"173,59";"39,32";"173,59"
"1728669600";"11.10.2024 21:00";"82,26";"82,26";"36,5";"82,26"
"1728673200";"11.10.2024 22:00";"41,51";"41,51";"41,51";"41,51"
"1728676800";"11.10.2024 23:00";"32,11";"32,11";"32,11";"32,11"
"1728680400";"12.10.2024 00:00";"62,65";"62,65";"13,27";"62,65"
"1728684000";"12.10.2024 01:00";"89,97";"89,97";"35,69";"89,97"
"1728687600";"12.10.2024 02:00";"78,93";"78,93";"29,01";"78,93"
"1728691200";"12.10.2024 03:00";"74,97";"74,97";"20,01";"74,97"
"1728694800";"12.10.2024 04:00";"74,2";"74,2";"10,64";"74,2"
"1728698400";"12.10.2024 05:00";"71,17";"71,17";"10,51";"71,17"
"1728702000";"12.10.2024 06:00";"68,77";"68,77";"11,41";"68,77"
"1728705600";"12.10.2024 07:00";"71,86";"71,86";"11,73";"71,86"
"1728709200";"12.10.2024 08:00";"133,92";"133,92";"14,52";"133,92"
"1728712800";"12.10.2024 09:00";"69,95";"69,95";"15,29";"69,95"
"1728716400";"12.10.2024 10:00";"40,7";"40,7";"15,61";"40,7"
"1728720000";"12.10.2024 11:00";"27,07";"27,07";"15,94";"27,07"
"1728723600";"12.10.2024 12:00";"21,62";"21,62";"15,84";"21,62"
"1728727200";"12.10.2024 13:00";"25";"25";"15,29";"25"
"1728730800";"12.10.2024 14:00";"14,42";"14,42";"13,99";"14,42"
"1728734400";"12.10.2024 15:00";"23,34";"23,34";"11,94";"23,34"
"1728738000";"12.10.2024 16:00";"46,35";"46,35";"11,81";"46,35"
"1728741600";"12.10.2024 17:00";"130,1";"130,1";"10,46";"130,1"
"1728745200";"12.10.2024 18:00";"180,02";"180,02";"8,17";"180,02"
"1728748800";"12.10.2024 19:00";"250,06";"250,06";"5,86";"250,06"
"1728752400";"12.10.2024 20:00";"180,88";"180,88";"4,03";"180,88"
"1728756000";"12.10.2024 21:00";"130,04";"130,04";"1,87";"130,04"
"1728759600";"12.10.2024 22:00";"130,07";"130,07";"0,01";"130,07"
"1728763200";"12.10.2024 23:00";"73,36";"73,36";"-0,01";"73,36"
"1728766800";"13.10.2024 00:00";"45,01";"45,01";"-0,57";"45,01"
"1728770400";"13.10.2024 01:00";"0";"0";"0";"0"
"1728774000";"13.10.2024 02:00";"-0,01";"-0,01";"-0,01";"-0,01"
"1728777600";"13.10.2024 03:00";"-0,07";"-0,07";"-0,07";"-0,07"
"1728781200";"13.10.2024 04:00";"-0,37";"-0,37";"-0,37";"-0,37"
"1728784800";"13.10.2024 05:00";"-0,51";"-0,51";"-0,51";"-0,51"
"1728788400";"13.10.2024 06:00";"-0,09";"-0,09";"-0,09";"-0,09"
"1728792000";"13.10.2024 07:00";"-0,01";"-0,01";"-0,01";"-0,01"
"1728795600";"13.10.2024 08:00";"0,02";"0,02";"0,02";"0,02"
"1728799200";"13.10.2024 09:00";"2,75";"2,75";"2,75";"2,75"
"1728802800";"13.10.2024 10:00";"3,9";"3,9";"3,9";"3,9"
"1728806400";"13.10.2024 11:00";"4,91";"4,91";"4,91";"4,91"
"1728810000";"13.10.2024 12:00";"6,21";"6,21";"6,21";"6,21"
"1728813600";"13.10.2024 13:00";"6,38";"6,38";"6,38";"6,38"
"1728817200";"13.10.2024 14:00";"7,1";"7,1";"7,1";"7,1"
"1728820800";"13.10.2024 15:00";"7,92";"7,92";"7,92";"7,92"
"1728824400";"13.10.2024 16:00";"12,68";"12,68";"12,68";"12,68"
"1728828000";"13.10.2024 17:00";"15,85";"15,85";"15,85";"15,85"
"1728831600";"13.10.2024 18:00";"20,94";"20,94";"20,94";"20,94"
"1728835200";"13.10.2024 19:00";"62,62";"62,62";"34,97";"62,62"
"1728838800";"13.10.2024 20:00";"62,69";"62,69";"40,2";"62,69"
"1728842400";"13.10.2024 21:00";"55,37";"55,37";"35,57";"55,37"
"1728846000";"13.10.2024 22:00";"32,87";"32,87";"32,87";"32,87"
"1728849600";"13.10.2024 23:00";"40,97";"40,97";"32,73";"40,97"
"1728853200";"14.10.2024 00:00";"25,02";"25,02";"25,02";"25,02"
"1728856800";"14.10.2024 01:00";"19,66";"19,66";"19,66";"19,66"
"1728860400";"14.10.2024 02:00";"27,01";"27,01";"22,36";"27,01"
"1728864000";"14.10.2024 03:00";"35,62";"35,62";"22,73";"35,62"
"1728867600";"14.10.2024 04:00";"34,85";"34,85";"22,94";"34,85"
"1728871200";"14.10.2024 05:00";"39,8";"39,8";"30,03";"39,8"
"1728874800";"14.10.2024 06:00";"133,99";"133,99";"133,99";"133,99"
"1728878400";"14.10.2024 07:00";"158,52";"158,52";"158,52";"158,52"
"1728882000";"14.10.2024 08:00";"249,99";"249,99";"249,99";"249,99"
"1728885600";"14.10.2024 09:00";"285,12";"285,12";"285,12";"285,12"
"1728889200";"14.10.2024 10:00";"150,1";"150,1";"150,1";"150,1"
"1728892800";"14.10.2024 11:00";"149,99";"149,99";"149,99";"149,99"
"1728896400";"14.10.2024 12:00";"99,93";"99,93";"99,93";"99,93"
"1728900000";"14.10.2024 13:00";"158,69";"158,69";"158,69";"158,69"
"1728903600";"14.10.2024 14:00";"133,95";"133,95";"133,95";"133,95"
"1728907200";"14.10.2024 15:00";"144,21";"144,21";"144,21";"144,21"
"1728910800";"14.10.2024 16:00";"99,96";"99,96";"99,96";"99,96"
"1728914400";"14.10.2024 17:00";"117,04";"117,04";"117,04";"117,04"
"1728918000";"14.10.2024 18:00";"156,99";"156,99";"156,99";"156,99"
"1728921600";"14.10.2024 19:00";"254,27";"254,27";"254,27";"254,27"
"1728925200";"14.10.2024 20:00";"267,56";"267,56";"267,56";"267,56"
"1728928800";"14.10.2024 21:00";"158";"158";"158";"158"
"1728932400";"14.10.2024 22:00";"114,19";"114,19";"114,19";"114,19"
"1728936000";"14.10.2024 23:00";"99,66";"99,66";"99,66";"99,66"
"1728939600";"15.10.2024 00:00";"94,8";"94,8";"40,73";"94,8"
"1728943200";"15.10.2024 01:00";"90,79";"90,79";"45,13";"90,79"
"1728946800";"15.10.2024 02:00";"27,31";"27,31";"27,31";"27,31"
"1728950400";"15.10.2024 03:00";"55,55";"55,55";"25,68";"55,55"
"1728954000";"15.10.2024 04:00";"30,36";"30,36";"16,71";"30,36"
"1728957600";"15.10.2024 05:00";"79,91";"79,91";"12,04";"79,91"
"1728961200";"15.10.2024 06:00";"88,74";"88,74";"26,56";"88,74"
"1728964800";"15.10.2024 07:00";"125,91";"125,91";"48,5";"125,91"
"1728968400";"15.10.2024 08:00";"287";"287";"129,35";"287"
"1728972000";"15.10.2024 09:00";"188,79";"188,79";"122,86";"188,79"
"1728975600";"15.10.2024 10:00";"110,54";"110,54";"106,38";"110,54"
"1728979200";"15.10.2024 11:00";"92,72";"92,72";"59,51";"92,72"
"1728982800";"15.10.2024 12:00";"83,05";"83,05";"48,38";"83,05"
"1728986400";"15.10.2024 13:00";"78,47";"78,47";"35";"78,47"
"1728990000";"15.10.2024 14:00";"71,9";"71,9";"27,24";"71,9"
"1728993600";"15.10.2024 15:00";"76,79";"76,79";"28,13";"76,79"
"1728997200";"15.10.2024 16:00";"92,14";"92,14";"35";"92,14"
"1729000800";"15.10.2024 17:00";"147,83";"147,83";"45,52";"147,83"
"1729004400";"15.10.2024 18:00";"209,83";"209,83";"30";"209,83"
"1729008000";"15.10.2024 19:00";"246,7";"246,7";"38,66";"246,7"
"1729011600";"15.10.2024 20:00";"269,93";"269,93";"27,73";"269,93"
"1729015200";"15.10.2024 21:00";"187,78";"187,78";"20,24";"187,78"
"1729018800";"15.10.2024 22:00";"110,06";"110,06";"20,05";"110,06"
"1729022400";"15.10.2024 23:00";"14,07";"14,07";"14,07";"14,07"
"1729026000";"16.10.2024 00:00";"10,16";"10,16";"10,16";"10,16"
"1729029600";"16.10.2024 01:00";"30,48";"30,48";"11";"30,48"
"1729033200";"16.10.2024 02:00";"12,8";"12,8";"9,23";"12,8"
