"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1704060000";"01.01.2024 00:00";"40,01";"40,01";"40,01";"40,01"
"1704063600";"01.01.2024 01:00";"38,37";"38,37";"38,37";"38,37"
"1704067200";"01.01.2024 02:00";"28,46";"28,46";"28,46";"28,46"
"1704070800";"01.01.2024 03:00";"26,66";"26,66";"26,66";"26,66"
"1704074400";"01.01.2024 04:00";"24,48";"24,48";"24,48";"24,48"
"1704078000";"01.01.2024 05:00";"24,01";"24,01";"24,01";"24,01"
"1704081600";"01.01.2024 06:00";"21,23";"21,23";"21,23";"21,23"
"1704085200";"01.01.2024 07:00";"22,62";"22,62";"22,62";"22,62"
"1704088800";"01.01.2024 08:00";"25,04";"25,04";"25,04";"25,04"
"1704092400";"01.01.2024 09:00";"26,24";"26,24";"26,24";"26,24"
"1704096000";"01.01.2024 10:00";"32,21";"32,21";"32,21";"32,21"
"1704099600";"01.01.2024 11:00";"41,34";"41,34";"41,34";"41,34"
"1704103200";"01.01.2024 12:00";"43,51";"43,51";"43,51";"43,51"
"1704106800";"01.01.2024 13:00";"58,64";"58,64";"58,64";"58,64"
"1704110400";"01.01.2024 14:00";"61,14";"61,14";"61,14";"61,14"
"1704114000";"01.01.2024 15:00";"60,34";"60,34";"60,34";"60,34"
"1704117600";"01.01.2024 16:00";"77,56";"77,56";"77,56";"77,56"
"1704121200";"01.01.2024 17:00";"68,4";"68,4";"68,4";"68,4"
"1704124800";"01.01.2024 18:00";"74,16";"74,16";"74,16";"74,16"
"1704128400";"01.01.2024 19:00";"65,01";"65,01";"65,01";"65,01"
"1704132000";"01.01.2024 20:00";"55,91";"55,91";"55,91";"55,91"
"1704135600";"01.01.2024 21:00";"48,15";"48,15";"48,15";"48,15"
"1704139200";"01.01.2024 22:00";"64,94";"64,94";"64,94";"64,94"
"1704142800";"01.01.2024 23:00";"45,2";"45,2";"53,6";"53,6"
"1704146400";"02.01.2024 00:00";"38";"38";"43,99";"43,99"
"1704150000";"02.01.2024 01:00";"38";"38";"55,5";"55,5"
"1704153600";"02.01.2024 02:00";"33,56";"33,56";"49,94";"49,94"
"1704157200";"02.01.2024 03:00";"32,03";"32,03";"47,26";"47,26"
"1704160800";"02.01.2024 04:00";"53,5";"53,5";"53,5";"53,5"
"1704164400";"02.01.2024 05:00";"76,48";"76,48";"76,48";"76,48"
"1704168000";"02.01.2024 06:00";"180,05";"180,05";"180,05";"180,05"
"1704171600";"02.01.2024 07:00";"110,09";"110,09";"250,01";"250,01"
"1704175200";"02.01.2024 08:00";"483,08";"483,08";"483,08";"483,08"
"1704178800";"02.01.2024 09:00";"250,03";"250,03";"300,07";"300,07"
"1704182400";"02.01.2024 10:00";"120";"120";"250,01";"250,01"
"1704186000";"02.01.2024 11:00";"110,02";"110,02";"241,94";"241,94"
"1704189600";"02.01.2024 12:00";"98,1";"98,1";"159,47";"159,47"
"1704193200";"02.01.2024 13:00";"128,1";"128,1";"149,99";"149,99"
"1704196800";"02.01.2024 14:00";"100,1";"100,1";"149,99";"149,99"
"1704200400";"02.01.2024 15:00";"100,09";"100,09";"165,8";"165,8"
"1704204000";"02.01.2024 16:00";"97,14";"97,14";"250,02";"250,02"
"1704207600";"02.01.2024 17:00";"99,25";"99,25";"226,21";"226,21"
"1704211200";"02.01.2024 18:00";"94,89";"94,89";"196,9";"196,9"
"1704214800";"02.01.2024 19:00";"91,7";"91,7";"250,01";"250,01"
"1704218400";"02.01.2024 20:00";"88,52";"88,52";"196,91";"196,91"
"1704222000";"02.01.2024 21:00";"100,06";"100,06";"105,7";"105,7"
"1704225600";"02.01.2024 22:00";"100,02";"100,02";"149,52";"149,52"
"1704229200";"02.01.2024 23:00";"40,99";"40,99";"90,38";"90,38"
"1704232800";"03.01.2024 00:00";"38,35";"38,35";"86,69";"86,69"
"1704236400";"03.01.2024 01:00";"49,08";"49,08";"49,08";"49,08"
"1704240000";"03.01.2024 02:00";"49,06";"49,06";"56,76";"56,76"
"1704243600";"03.01.2024 03:00";"49,05";"49,05";"56,11";"56,11"
"1704247200";"03.01.2024 04:00";"49,05";"49,05";"57,96";"57,96"
"1704250800";"03.01.2024 05:00";"49,07";"49,07";"70,17";"70,17"
"1704254400";"03.01.2024 06:00";"86,7";"86,7";"86,7";"86,7"
"1704258000";"03.01.2024 07:00";"95,05";"95,05";"118,79";"118,79"
"1704261600";"03.01.2024 08:00";"131,51";"131,51";"131,51";"131,51"
"1704265200";"03.01.2024 09:00";"132,95";"132,95";"132,95";"132,95"
"1704268800";"03.01.2024 10:00";"128,81";"128,81";"128,81";"128,81"
"1704272400";"03.01.2024 11:00";"98,93";"98,93";"98,93";"98,93"
"1704276000";"03.01.2024 12:00";"129,91";"129,91";"129,91";"129,91"
"1704279600";"03.01.2024 13:00";"118,79";"118,79";"118,79";"118,79"
"1704283200";"03.01.2024 14:00";"97,05";"97,05";"97,05";"97,05"
"1704286800";"03.01.2024 15:00";"96,19";"96,19";"96,19";"96,19"
"1704290400";"03.01.2024 16:00";"119,02";"119,02";"119,02";"119,02"
"1704294000";"03.01.2024 17:00";"129,91";"129,91";"129,91";"129,91"
"1704297600";"03.01.2024 18:00";"147,62";"147,62";"147,62";"147,62"
"1704301200";"03.01.2024 19:00";"118,8";"118,8";"118,8";"118,8"
"1704304800";"03.01.2024 20:00";"95,1";"95,1";"99,12";"99,12"
"1704308400";"03.01.2024 21:00";"85,82";"85,82";"85,82";"85,82"
"1704312000";"03.01.2024 22:00";"76,38";"76,38";"99,95";"99,95"
"1704315600";"03.01.2024 23:00";"65";"65";"86,97";"86,97"
"1704319200";"04.01.2024 00:00";"58,12";"58,12";"58,4";"58,4"
"1704322800";"04.01.2024 01:00";"129,25";"129,25";"129,25";"129,25"
"1704326400";"04.01.2024 02:00";"106,34";"106,34";"106,34";"106,34"
"1704330000";"04.01.2024 03:00";"94,42";"94,42";"94,42";"94,42"
"1704333600";"04.01.2024 04:00";"97,79";"97,79";"97,79";"97,79"
"1704337200";"04.01.2024 05:00";"121,44";"121,44";"121,44";"121,44"
"1704340800";"04.01.2024 06:00";"180,21";"180,21";"180,21";"180,21"
"1704344400";"04.01.2024 07:00";"148,11";"148,11";"300";"148,11"
"1704348000";"04.01.2024 08:00";"379,25";"379,25";"379,25";"379,25"
"1704351600";"04.01.2024 09:00";"299,99";"299,99";"299,99";"299,99"
"1704355200";"04.01.2024 10:00";"300";"300";"300";"300"
"1704358800";"04.01.2024 11:00";"300,07";"300,07";"300,07";"300,07"
"1704362400";"04.01.2024 12:00";"300";"300";"300";"300"
"1704366000";"04.01.2024 13:00";"299,99";"299,99";"299,99";"299,99"
"1704369600";"04.01.2024 14:00";"296,18";"296,18";"296,18";"296,18"
"1704373200";"04.01.2024 15:00";"299,99";"299,99";"299,99";"299,99"
"1704376800";"04.01.2024 16:00";"362,14";"362,14";"362,14";"362,14"
"1704380400";"04.01.2024 17:00";"300";"300";"300";"300"
"1704384000";"04.01.2024 18:00";"299,99";"299,99";"299,99";"299,99"
"1704387600";"04.01.2024 19:00";"249,96";"249,96";"249,96";"249,96"
"1704391200";"04.01.2024 20:00";"203,72";"203,72";"203,72";"203,72"
"1704394800";"04.01.2024 21:00";"149,99";"149,99";"149,99";"149,99"
"1704398400";"04.01.2024 22:00";"150";"150";"150";"150"
"1704402000";"04.01.2024 23:00";"143,09";"143,09";"143,09";"143,09"
"1704405600";"05.01.2024 00:00";"111,11";"111,11";"111,11";"111,11"
"1704409200";"05.01.2024 01:00";"169,99";"169,99";"169,99";"169,99"
"1704412800";"05.01.2024 02:00";"150,07";"150,07";"150,07";"150,07"
"1704416400";"05.01.2024 03:00";"150,06";"150,06";"150,06";"150,06"
"1704420000";"05.01.2024 04:00";"150,07";"150,07";"150,07";"150,07"
"1704423600";"05.01.2024 05:00";"150,09";"150,09";"150,09";"150,09"
"1704427200";"05.01.2024 06:00";"350";"350";"350";"350"
"1704430800";"05.01.2024 07:00";"999,94";"999,94";"999,94";"999,94"
"1704434400";"05.01.2024 08:00";"1478,91";"1478,91";"1478,91";"1478,91"
"1704438000";"05.01.2024 09:00";"1251,67";"1251,67";"1251,67";"1251,67"
"1704441600";"05.01.2024 10:00";"1000";"1000";"1000";"1000"
"1704445200";"05.01.2024 11:00";"999,98";"999,98";"999,98";"999,98"
"1704448800";"05.01.2024 12:00";"800";"800";"800";"800"
"1704452400";"05.01.2024 13:00";"999,91";"999,91";"999,91";"999,91"
"1704456000";"05.01.2024 14:00";"899,06";"899,06";"899,06";"899,06"
"1704459600";"05.01.2024 15:00";"999,97";"999,97";"999,97";"999,97"
"1704463200";"05.01.2024 16:00";"1000";"1000";"1696,31";"1696,31"
"1704466800";"05.01.2024 17:00";"800";"800";"1758";"1758"
"1704470400";"05.01.2024 18:00";"710,08";"710,08";"1478,95";"1478,95"
"1704474000";"05.01.2024 19:00";"800";"800";"1896";"1896"
"1704477600";"05.01.2024 20:00";"550,06";"550,06";"1754";"1754"
"1704481200";"05.01.2024 21:00";"640,03";"640,03";"990,09";"990,09"
"1704484800";"05.01.2024 22:00";"550";"550";"749,95";"749,95"
"1704488400";"05.01.2024 23:00";"300,01";"300,01";"300,01";"300,01"
"1704492000";"06.01.2024 00:00";"200";"200";"200";"200"
"1704495600";"06.01.2024 01:00";"111,19";"111,19";"111,19";"111,19"
"1704499200";"06.01.2024 02:00";"113,98";"113,98";"113,98";"113,98"
"1704502800";"06.01.2024 03:00";"82,03";"82,03";"110,62";"110,62"
"1704506400";"06.01.2024 04:00";"113,51";"113,51";"113,51";"113,51"
"1704510000";"06.01.2024 05:00";"141,69";"141,69";"141,69";"141,69"
"1704513600";"06.01.2024 06:00";"156,85";"156,85";"156,85";"156,85"
"1704517200";"06.01.2024 07:00";"132,92";"132,92";"132,92";"132,92"
"1704520800";"06.01.2024 08:00";"147,75";"147,75";"147,75";"147,75"
"1704524400";"06.01.2024 09:00";"181,87";"181,87";"181,87";"181,87"
"1704528000";"06.01.2024 10:00";"184";"184";"184";"184"
"1704531600";"06.01.2024 11:00";"176,37";"176,37";"176,37";"176,37"
"1704535200";"06.01.2024 12:00";"176,81";"176,81";"176,81";"176,81"
"1704538800";"06.01.2024 13:00";"178,09";"178,09";"178,09";"178,09"
"1704542400";"06.01.2024 14:00";"161,34";"161,34";"161,34";"161,34"
"1704546000";"06.01.2024 15:00";"184";"184";"184";"184"
"1704549600";"06.01.2024 16:00";"200";"200";"200";"200"
"1704553200";"06.01.2024 17:00";"299,99";"299,99";"299,99";"299,99"
"1704556800";"06.01.2024 18:00";"244,45";"244,45";"244,45";"244,45"
"1704560400";"06.01.2024 19:00";"200";"200";"200";"200"
"1704564000";"06.01.2024 20:00";"179,78";"179,78";"179,78";"179,78"
"1704567600";"06.01.2024 21:00";"164,51";"164,51";"164,51";"164,51"
"1704571200";"06.01.2024 22:00";"176,17";"176,17";"176,17";"176,17"
"1704574800";"06.01.2024 23:00";"159,15";"159,15";"159,15";"159,15"
"1704578400";"07.01.2024 00:00";"120,76";"120,76";"120,76";"120,76"
"1704582000";"07.01.2024 01:00";"169,5";"169,5";"93,71";"169,5"
"1704585600";"07.01.2024 02:00";"128,69";"128,69";"128,69";"128,69"
"1704589200";"07.01.2024 03:00";"104";"104";"104";"104"
"1704592800";"07.01.2024 04:00";"93,2";"93,2";"93,2";"93,2"
"1704596400";"07.01.2024 05:00";"93,19";"93,19";"93,19";"93,19"
"1704600000";"07.01.2024 06:00";"93,19";"93,19";"93,19";"93,19"
"1704603600";"07.01.2024 07:00";"84,99";"84,99";"84,99";"84,99"
"1704607200";"07.01.2024 08:00";"96,89";"96,89";"96,89";"96,89"
"1704610800";"07.01.2024 09:00";"93,2";"93,2";"93,2";"93,2"
"1704614400";"07.01.2024 10:00";"118,35";"118,35";"118,35";"118,35"
"1704618000";"07.01.2024 11:00";"97,53";"97,53";"97,53";"97,53"
"1704621600";"07.01.2024 12:00";"93,19";"93,19";"93,19";"93,19"
"1704625200";"07.01.2024 13:00";"91,5";"91,5";"91,5";"91,5"
"1704628800";"07.01.2024 14:00";"87,52";"87,52";"87,52";"87,52"
"1704632400";"07.01.2024 15:00";"87,23";"87,23";"87,23";"87,23"
"1704636000";"07.01.2024 16:00";"93,2";"93,2";"90,64";"93,2"
"1704639600";"07.01.2024 17:00";"96,21";"96,21";"96,21";"96,21"
"1704643200";"07.01.2024 18:00";"104,27";"104,27";"104,27";"104,27"
"1704646800";"07.01.2024 19:00";"106,09";"106,09";"106,09";"106,09"
"1704650400";"07.01.2024 20:00";"103,56";"103,56";"103,55";"103,56"
"1704654000";"07.01.2024 21:00";"100,5";"100,5";"87,86";"100,5"
"1704657600";"07.01.2024 22:00";"93,31";"93,31";"93,31";"93,31"
"1704661200";"07.01.2024 23:00";"91,17";"91,17";"86,42";"91,17"
"1704664800";"08.01.2024 00:00";"83,86";"83,86";"62,66";"83,86"
"1704668400";"08.01.2024 01:00";"87,02";"87,02";"79,94";"87,02"
"1704672000";"08.01.2024 02:00";"84,32";"84,32";"81,39";"84,32"
"1704675600";"08.01.2024 03:00";"81,82";"81,82";"81,82";"81,82"
"1704679200";"08.01.2024 04:00";"79,11";"79,11";"79,11";"79,11"
"1704682800";"08.01.2024 05:00";"78,48";"78,48";"78,48";"78,48"
"1704686400";"08.01.2024 06:00";"82,1";"82,1";"82,1";"82,1"
"1704690000";"08.01.2024 07:00";"94,3";"94,3";"94,3";"94,3"
"1704693600";"08.01.2024 08:00";"111,22";"111,22";"111,22";"111,22"
"1704697200";"08.01.2024 09:00";"121,11";"121,11";"121,11";"121,11"
"1704700800";"08.01.2024 10:00";"120,73";"120,73";"120,73";"120,73"
"1704704400";"08.01.2024 11:00";"113,9";"113,9";"113,9";"113,9"
"1704708000";"08.01.2024 12:00";"139,05";"139,05";"139,05";"139,05"
"1704711600";"08.01.2024 13:00";"161,05";"161,05";"161,05";"161,05"
"1704715200";"08.01.2024 14:00";"137,91";"137,91";"137,91";"137,91"
"1704718800";"08.01.2024 15:00";"167,2";"167,2";"167,2";"167,2"
"1704722400";"08.01.2024 16:00";"162,52";"162,52";"162,52";"162,52"
"1704726000";"08.01.2024 17:00";"129,93";"129,93";"129,93";"129,93"
"1704729600";"08.01.2024 18:00";"132,31";"132,31";"132,31";"132,31"
"1704733200";"08.01.2024 19:00";"130,01";"130,01";"130,01";"130,01"
"1704736800";"08.01.2024 20:00";"122,12";"122,12";"122,12";"122,12"
"1704740400";"08.01.2024 21:00";"114,21";"114,21";"114,21";"114,21"
"1704744000";"08.01.2024 22:00";"102,83";"102,83";"99,85";"102,83"
"1704747600";"08.01.2024 23:00";"99,98";"99,98";"81,5";"99,98"
"1704751200";"09.01.2024 00:00";"91,49";"91,49";"49,99";"91,49"
"1704754800";"09.01.2024 01:00";"87,82";"87,82";"27,71";"87,82"
"1704758400";"09.01.2024 02:00";"86,69";"86,69";"26,73";"86,69"
"1704762000";"09.01.2024 03:00";"85";"85";"26,33";"85"
"1704765600";"09.01.2024 04:00";"84,13";"84,13";"26,27";"84,13"
"1704769200";"09.01.2024 05:00";"85,41";"85,41";"26,88";"85,41"
"1704772800";"09.01.2024 06:00";"90,12";"90,12";"38";"90,12"
"1704776400";"09.01.2024 07:00";"108,51";"108,51";"69,58";"108,51"
"1704780000";"09.01.2024 08:00";"123,22";"123,22";"80,72";"123,22"
"1704783600";"09.01.2024 09:00";"133,25";"133,25";"75,43";"133,25"
"1704787200";"09.01.2024 10:00";"120,89";"120,89";"74,5";"120,89"
"1704790800";"09.01.2024 11:00";"112,78";"112,78";"81,26";"112,78"
"1704794400";"09.01.2024 12:00";"105,4";"105,4";"74,73";"105,4"
"1704798000";"09.01.2024 13:00";"100";"100";"71,4";"100"
"1704801600";"09.01.2024 14:00";"100,6";"100,6";"79,16";"100,6"
"1704805200";"09.01.2024 15:00";"112,36";"112,36";"84,88";"112,36"
"1704808800";"09.01.2024 16:00";"121,09";"121,09";"90,11";"121,09"
"1704812400";"09.01.2024 17:00";"130,99";"130,99";"78,03";"130,99"
"1704816000";"09.01.2024 18:00";"137,95";"137,95";"94,99";"137,95"
"1704819600";"09.01.2024 19:00";"137,72";"137,72";"133,53";"137,72"
"1704823200";"09.01.2024 20:00";"130,33";"130,33";"126,38";"130,33"
"1704826800";"09.01.2024 21:00";"117,36";"117,36";"116,51";"117,36"
"1704830400";"09.01.2024 22:00";"109";"109";"99,96";"109"
"1704834000";"09.01.2024 23:00";"103,63";"103,63";"89,98";"103,63"
"1704837600";"10.01.2024 00:00";"94,76";"94,76";"50,92";"94,76"
"1704841200";"10.01.2024 01:00";"87,15";"87,15";"37,99";"87,15"
"1704844800";"10.01.2024 02:00";"84,67";"84,67";"34,6";"84,67"
"1704848400";"10.01.2024 03:00";"84,64";"84,64";"27,99";"84,64"
"1704852000";"10.01.2024 04:00";"84,02";"84,02";"27,4";"84,02"
"1704855600";"10.01.2024 05:00";"84,23";"84,23";"32,11";"84,23"
"1704859200";"10.01.2024 06:00";"89,05";"89,05";"80";"89,05"
"1704862800";"10.01.2024 07:00";"114,84";"114,84";"82,74";"114,84"
"1704866400";"10.01.2024 08:00";"134,87";"134,87";"96,89";"134,87"
"1704870000";"10.01.2024 09:00";"143";"143";"100,03";"143"
"1704873600";"10.01.2024 10:00";"130,39";"130,39";"79,98";"130,39"
"1704877200";"10.01.2024 11:00";"121,47";"121,47";"50,07";"121,47"
"1704880800";"10.01.2024 12:00";"109,13";"109,13";"36,9";"109,13"
"1704884400";"10.01.2024 13:00";"102,21";"102,21";"32,98";"102,21"
"1704888000";"10.01.2024 14:00";"113,34";"113,34";"27,8";"113,34"
"1704891600";"10.01.2024 15:00";"122,03";"122,03";"27,43";"122,03"
"1704895200";"10.01.2024 16:00";"130,06";"130,06";"26,87";"130,06"
"1704898800";"10.01.2024 17:00";"134,64";"134,64";"26,32";"134,64"
"1704902400";"10.01.2024 18:00";"143,79";"143,79";"26,54";"143,79"
"1704906000";"10.01.2024 19:00";"136,64";"136,64";"25,94";"136,64"
"1704909600";"10.01.2024 20:00";"128,98";"128,98";"25,39";"128,98"
"1704913200";"10.01.2024 21:00";"117,12";"117,12";"25,09";"117,12"
"1704916800";"10.01.2024 22:00";"107,12";"107,12";"25,32";"107,12"
"1704920400";"10.01.2024 23:00";"83,1";"83,1";"24,43";"83,1"
"1704924000";"11.01.2024 00:00";"30,07";"30,07";"21,5";"30,07"
"1704927600";"11.01.2024 01:00";"83,1";"83,1";"21,09";"83,1"
"1704931200";"11.01.2024 02:00";"74,1";"74,1";"21,85";"74,1"
"1704934800";"11.01.2024 03:00";"24,39";"24,39";"24,39";"24,39"
"1704938400";"11.01.2024 04:00";"40";"40";"27,01";"40"
"1704942000";"11.01.2024 05:00";"68,47";"68,47";"28,77";"68,47"
"1704945600";"11.01.2024 06:00";"34,36";"34,36";"34,36";"34,36"
"1704949200";"11.01.2024 07:00";"99,62";"99,62";"41,94";"99,62"
"1704952800";"11.01.2024 08:00";"114,06";"114,06";"53,51";"114,06"
"1704956400";"11.01.2024 09:00";"137,62";"137,62";"69,38";"137,62"
"1704960000";"11.01.2024 10:00";"126,06";"126,06";"89,57";"126,06"
"1704963600";"11.01.2024 11:00";"110,92";"110,92";"110,01";"110,92"
"1704967200";"11.01.2024 12:00";"103,92";"103,92";"103,29";"103,92"
"1704970800";"11.01.2024 13:00";"97";"97";"96,3";"97"
"1704974400";"11.01.2024 14:00";"99";"99";"99";"99"
"1704978000";"11.01.2024 15:00";"105,98";"105,98";"105,98";"105,98"
"1704981600";"11.01.2024 16:00";"124,1";"124,1";"124,1";"124,1"
"1704985200";"11.01.2024 17:00";"141,86";"141,86";"141,86";"141,86"
"1704988800";"11.01.2024 18:00";"155";"155";"155";"155"
"1704992400";"11.01.2024 19:00";"200";"200";"200";"200"
"1704996000";"11.01.2024 20:00";"145,44";"145,44";"145,44";"145,44"
"1704999600";"11.01.2024 21:00";"123,51";"123,51";"123,51";"123,51"
"1705003200";"11.01.2024 22:00";"108,2";"108,2";"108,2";"108,2"
"1705006800";"11.01.2024 23:00";"100";"100";"100";"100"
"1705010400";"12.01.2024 00:00";"96,97";"96,97";"96,97";"96,97"
"1705014000";"12.01.2024 01:00";"90,94";"90,94";"90,94";"90,94"
"1705017600";"12.01.2024 02:00";"88,13";"88,13";"88,13";"88,13"
"1705021200";"12.01.2024 03:00";"86,3";"86,3";"86,3";"86,3"
"1705024800";"12.01.2024 04:00";"86,85";"86,85";"86,85";"86,85"
"1705028400";"12.01.2024 05:00";"92,24";"92,24";"92,24";"92,24"
"1705032000";"12.01.2024 06:00";"103,41";"103,41";"103,41";"103,41"
"1705035600";"12.01.2024 07:00";"124,5";"124,5";"124,5";"124,5"
"1705039200";"12.01.2024 08:00";"137,15";"137,15";"137,15";"137,15"
"1705042800";"12.01.2024 09:00";"140,74";"140,74";"140,74";"140,74"
"1705046400";"12.01.2024 10:00";"134,96";"134,96";"134,96";"134,96"
"1705050000";"12.01.2024 11:00";"150,03";"150,03";"150,03";"150,03"
"1705053600";"12.01.2024 12:00";"136,48";"136,48";"136,48";"136,48"
"1705057200";"12.01.2024 13:00";"124,57";"124,57";"124,57";"124,57"
"1705060800";"12.01.2024 14:00";"124,32";"124,32";"124,32";"124,32"
"1705064400";"12.01.2024 15:00";"150,51";"150,51";"150,51";"150,51"
"1705068000";"12.01.2024 16:00";"203";"203";"203";"203"
"1705071600";"12.01.2024 17:00";"299,02";"299,02";"299,02";"299,02"
"1705075200";"12.01.2024 18:00";"200,01";"200,01";"200,01";"200,01"
"1705078800";"12.01.2024 19:00";"155";"155";"155";"155"
"1705082400";"12.01.2024 20:00";"122,84";"122,84";"122,84";"122,84"
"1705086000";"12.01.2024 21:00";"108,87";"108,87";"108,87";"108,87"
"1705089600";"12.01.2024 22:00";"98,66";"98,66";"98,66";"98,66"
"1705093200";"12.01.2024 23:00";"93,57";"93,57";"93,57";"93,57"
"1705096800";"13.01.2024 00:00";"85,15";"85,15";"80,1";"85,15"
"1705100400";"13.01.2024 01:00";"75,64";"75,64";"49,69";"75,64"
"1705104000";"13.01.2024 02:00";"74,85";"74,85";"46,63";"74,85"
"1705107600";"13.01.2024 03:00";"73,65";"73,65";"44";"73,65"
"1705111200";"13.01.2024 04:00";"71,37";"71,37";"42,47";"71,37"
"1705114800";"13.01.2024 05:00";"72,24";"72,24";"42,54";"72,24"
"1705118400";"13.01.2024 06:00";"74,33";"74,33";"43,53";"74,33"
"1705122000";"13.01.2024 07:00";"79,34";"79,34";"45,62";"79,34"
"1705125600";"13.01.2024 08:00";"79,49";"79,49";"51,2";"79,49"
"1705129200";"13.01.2024 09:00";"80,19";"99,23";"57,93";"80,19"
"1705132800";"13.01.2024 10:00";"80,2";"97,57";"59,17";"80,2"
"1705136400";"13.01.2024 11:00";"80,19";"90,88";"59,21";"80,19"
"1705140000";"13.01.2024 12:00";"74,18";"74,18";"58,37";"74,18"
"1705143600";"13.01.2024 13:00";"70,66";"70,66";"56,2";"70,66"
"1705147200";"13.01.2024 14:00";"67,51";"67,51";"56,36";"67,51"
"1705150800";"13.01.2024 15:00";"75,51";"75,51";"59,17";"75,51"
"1705154400";"13.01.2024 16:00";"80,18";"80,18";"68,61";"80,18"
"1705158000";"13.01.2024 17:00";"80,19";"80,19";"70,78";"80,19"
"1705161600";"13.01.2024 18:00";"79,09";"79,09";"74,22";"79,09"
"1705165200";"13.01.2024 19:00";"79,09";"79,09";"75,81";"79,09"
"1705168800";"13.01.2024 20:00";"73,82";"73,82";"73,82";"73,82"
"1705172400";"13.01.2024 21:00";"73,06";"73,06";"73,06";"73,06"
"1705176000";"13.01.2024 22:00";"80,19";"80,19";"80,19";"80,19"
"1705179600";"13.01.2024 23:00";"67,35";"67,35";"67,35";"67,35"
"1705183200";"14.01.2024 00:00";"61,65";"61,65";"61,65";"61,65"
"1705186800";"14.01.2024 01:00";"64,02";"64,02";"64,02";"64,02"
"1705190400";"14.01.2024 02:00";"62,11";"62,11";"62,11";"62,11"
"1705194000";"14.01.2024 03:00";"62,93";"62,93";"62,93";"62,93"
"1705197600";"14.01.2024 04:00";"64,88";"64,88";"64,88";"64,88"
"1705201200";"14.01.2024 05:00";"65,38";"65,38";"65,38";"65,38"
"1705204800";"14.01.2024 06:00";"65,2";"65,2";"65,2";"65,2"
"1705208400";"14.01.2024 07:00";"67,62";"67,62";"67,62";"67,62"
"1705212000";"14.01.2024 08:00";"72,01";"72,01";"72,01";"72,01"
"1705215600";"14.01.2024 09:00";"76,79";"76,79";"76,79";"76,79"
"1705219200";"14.01.2024 10:00";"81,38";"81,38";"81,38";"81,38"
"1705222800";"14.01.2024 11:00";"81,33";"81,33";"81,33";"81,33"
"1705226400";"14.01.2024 12:00";"82,79";"82,79";"82,79";"82,79"
"1705230000";"14.01.2024 13:00";"81,07";"81,07";"80,39";"81,07"
"1705233600";"14.01.2024 14:00";"77,04";"77,04";"77,04";"77,04"
"1705237200";"14.01.2024 15:00";"79,15";"79,15";"79,15";"79,15"
"1705240800";"14.01.2024 16:00";"82,32";"82,32";"82,32";"82,32"
"1705244400";"14.01.2024 17:00";"86,62";"86,62";"86,62";"86,62"
"1705248000";"14.01.2024 18:00";"91,86";"91,86";"91,86";"91,86"
"1705251600";"14.01.2024 19:00";"94,64";"94,64";"94,64";"94,64"
"1705255200";"14.01.2024 20:00";"85,26";"85,26";"85,26";"85,26"
"1705258800";"14.01.2024 21:00";"79,06";"79,06";"79,06";"79,06"
"1705262400";"14.01.2024 22:00";"78,41";"78,41";"78,41";"78,41"
"1705266000";"14.01.2024 23:00";"74,67";"74,67";"74,67";"74,67"
"1705269600";"15.01.2024 00:00";"66,89";"66,89";"66,89";"66,89"
"1705273200";"15.01.2024 01:00";"69,65";"69,65";"69,65";"69,65"
"1705276800";"15.01.2024 02:00";"66,05";"66,05";"66,05";"66,05"
"1705280400";"15.01.2024 03:00";"64,31";"64,31";"64,31";"64,31"
"1705284000";"15.01.2024 04:00";"62,04";"62,04";"62,04";"62,04"
"1705287600";"15.01.2024 05:00";"63,57";"63,57";"63,57";"63,57"
"1705291200";"15.01.2024 06:00";"70,57";"70,57";"70,57";"70,57"
"1705294800";"15.01.2024 07:00";"85,79";"85,79";"85,79";"85,79"
"1705298400";"15.01.2024 08:00";"113,52";"113,52";"113,52";"113,52"
"1705302000";"15.01.2024 09:00";"111,04";"111,04";"111,04";"111,04"
"1705305600";"15.01.2024 10:00";"128,06";"128,06";"128,06";"128,06"
"1705309200";"15.01.2024 11:00";"101,89";"101,89";"101,89";"101,89"
"1705312800";"15.01.2024 12:00";"129,02";"129,02";"129,02";"129,02"
"1705316400";"15.01.2024 13:00";"129,08";"129,08";"129,08";"129,08"
"1705320000";"15.01.2024 14:00";"129,08";"129,08";"129,08";"129,08"
"1705323600";"15.01.2024 15:00";"123,78";"123,78";"123,78";"123,78"
"1705327200";"15.01.2024 16:00";"108,28";"108,28";"108,28";"108,28"
"1705330800";"15.01.2024 17:00";"110,02";"110,02";"110,02";"110,02"
"1705334400";"15.01.2024 18:00";"109,08";"109,08";"109,08";"109,08"
"1705338000";"15.01.2024 19:00";"115,57";"115,57";"115,57";"115,57"
"1705341600";"15.01.2024 20:00";"110,66";"110,66";"110,66";"110,66"
"1705345200";"15.01.2024 21:00";"103,15";"103,15";"103,15";"103,15"
"1705348800";"15.01.2024 22:00";"92,95";"92,95";"92,95";"92,95"
"1705352400";"15.01.2024 23:00";"89,49";"89,49";"89,49";"89,49"
"1705356000";"16.01.2024 00:00";"86,43";"86,43";"86,43";"86,43"
"1705359600";"16.01.2024 01:00";"82,19";"82,19";"82,19";"82,19"
